rank,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10,match_11,match_12,match_13,signature,bucket,source_rank,unit_count,amount_cumulative_yen,proxy_score,note
187,2,1,2,2,0,2,1,2,2,1,2,2,0,2122021221220,base_core,187,1,18700,-7.306875,ベース190口。Hotでもまず1口だけ置く。
188,0,1,2,2,2,2,1,2,2,0,2,2,1,0122221220221,base_core,188,1,18800,-7.308207,ベース190口。Hotでもまず1口だけ置く。
189,2,0,0,2,2,2,0,2,2,1,2,2,1,2002220221221,base_core,189,1,18900,-7.309694,ベース190口。Hotでもまず1口だけ置く。
190,2,1,0,1,0,2,1,2,2,0,2,2,1,2101021220221,base_core,190,1,19000,-7.311266,ベース190口。Hotでもまず1口だけ置く。
191,2,1,2,2,2,2,1,2,2,1,2,2,1,2122221221221,hot_extra,1,1,19100,-5.881733,Hot10追加1口。ベース90口に重ねる分。
192,2,1,2,2,2,2,1,2,2,0,2,2,1,2122221220221,hot_extra,2,1,19200,-5.888588,Hot10追加1口。ベース90口に重ねる分。
193,2,1,2,0,2,2,1,2,2,1,2,2,1,2120221221221,hot_extra,3,1,19300,-5.927701,Hot10追加1口。ベース90口に重ねる分。
194,2,1,2,0,2,2,1,2,2,0,2,2,1,2120221220221,hot_extra,4,1,19400,-5.934556,Hot10追加1口。ベース90口に重ねる分。
195,2,1,2,2,2,2,0,2,2,1,2,2,1,2122220221221,hot_extra,5,1,19500,-5.945229,Hot10追加1口。ベース90口に重ねる分。
196,2,1,2,2,2,2,0,2,2,0,2,2,1,2122220220221,hot_extra,6,1,19600,-5.952084,Hot10追加1口。ベース90口に重ねる分。
197,2,1,2,0,2,2,0,2,2,1,2,2,1,2120220221221,hot_extra,7,1,19700,-5.991196,Hot10追加1口。ベース90口に重ねる分。
198,2,1,2,0,2,2,0,2,2,0,2,2,1,2120220220221,hot_extra,8,1,19800,-5.998051,Hot10追加1口。ベース90口に重ねる分。
199,2,1,2,2,2,2,2,2,2,1,2,2,1,2122222221221,hot_extra,9,1,19900,-6.035803,Hot10追加1口。ベース90口に重ねる分。
200,2,1,2,2,2,2,2,2,2,0,2,2,1,2122222220221,hot_extra,10,1,20000,-6.042658,Hot10追加1口。ベース90口に重ねる分。
