rank,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10,match_11,match_12,match_13,signature,bucket,source_rank,unit_count,amount_cumulative_yen,proxy_score,note
181,2,1,2,0,0,2,0,0,2,0,2,2,1,2120020020221,direct,181,1,18100,-7.274988,重複なしの直接購入行。1行を1口だけ買う。
182,2,1,2,2,2,2,0,0,2,2,2,2,1,2122220022221,direct,182,1,18200,-7.284331,重複なしの直接購入行。1行を1口だけ買う。
183,2,0,0,0,2,2,1,2,2,1,2,2,1,2000221221221,direct,183,1,18300,-7.292166,重複なしの直接購入行。1行を1口だけ買う。
184,2,0,0,0,2,2,1,2,2,0,2,2,1,2000221220221,direct,184,1,18400,-7.299021,重複なしの直接購入行。1行を1口だけ買う。
185,0,1,2,2,2,2,1,2,2,1,2,2,1,0122221221221,direct,185,1,18500,-7.301352,重複なしの直接購入行。1行を1口だけ買う。
186,2,1,0,1,0,2,1,2,2,1,2,2,1,2101021221221,direct,186,1,18600,-7.304411,重複なしの直接購入行。1行を1口だけ買う。
187,2,1,2,2,0,2,1,2,2,1,2,2,0,2122021221220,direct,187,1,18700,-7.306875,重複なしの直接購入行。1行を1口だけ買う。
188,0,1,2,2,2,2,1,2,2,0,2,2,1,0122221220221,direct,188,1,18800,-7.308207,重複なしの直接購入行。1行を1口だけ買う。
189,2,0,0,2,2,2,0,2,2,1,2,2,1,2002220221221,direct,189,1,18900,-7.309694,重複なしの直接購入行。1行を1口だけ買う。
190,2,1,0,1,0,2,1,2,2,0,2,2,1,2101021220221,direct,190,1,19000,-7.311266,重複なしの直接購入行。1行を1口だけ買う。
191,2,0,2,1,0,2,1,2,2,2,2,2,1,2021021222221,direct,191,1,19100,-7.311571,重複なしの直接購入行。1行を1口だけ買う。
192,2,1,2,2,0,2,2,0,2,1,2,2,1,2122022021221,direct,192,1,19200,-7.312740,重複なしの直接購入行。1行を1口だけ買う。
193,2,1,2,2,0,2,1,2,2,0,2,2,0,2122021220220,direct,193,1,19300,-7.313730,重複なしの直接購入行。1行を1口だけ買う。
194,2,0,0,2,2,2,0,2,2,0,2,2,1,2002220220221,direct,194,1,19400,-7.316548,重複なしの直接購入行。1行を1口だけ買う。
195,2,1,2,2,0,2,2,0,2,0,2,2,1,2122022020221,direct,195,1,19500,-7.319595,重複なしの直接購入行。1行を1口だけ買う。
196,2,1,2,0,2,2,0,0,2,2,2,2,1,2120220022221,direct,196,1,19600,-7.330298,重複なしの直接購入行。1行を1口だけ買う。
197,2,1,0,2,0,2,1,2,2,2,2,2,1,2102021222221,direct,197,1,19700,-7.332778,重複なしの直接購入行。1行を1口だけ買う。
198,2,1,2,1,2,2,1,2,2,1,2,2,0,2121221221220,direct,198,1,19800,-7.340672,重複なしの直接購入行。1行を1口だけ買う。
199,2,1,2,1,2,2,2,0,2,1,2,2,1,2121222021221,direct,199,1,19900,-7.346537,重複なしの直接購入行。1行を1口だけ買う。
200,0,1,2,0,2,2,1,2,2,1,2,2,1,0120221221221,direct,200,1,20000,-7.347320,重複なしの直接購入行。1行を1口だけ買う。
